title;description;url;image
When AI help us find a strong password;Article tracing the design of a proof-of-concept aimed at detecting the robustness of a password based on its pattern and similarity to previously leaked passwords. This article was co-written with Pierre Raufast and Maxime Escourbiac as part of my final year internship at CERT Michelin.;https://blogit.michelin.io/when-ai-help-us-find-a-strong-password/;bib.png
